MONTH,TIME EVENT BEGAN,TIME OF RESTORATION,AREA AFFECTED,NERC REGION,ALERT CRITERIA,EVENT TYPE,DEMAND LOSS (MW),NUMBER OF CUSTOMERS AFFECTED,STATE
August,8/4/2008 8:00,8/4/2008 18:00,The ComEd Territory,"RF,SERC",Unknown,Severe Weather - Unspecified/Other,1041,653000,Illinois
August,8/5/2008 3:00,8/5/2008 9:50,Northwest Indiana,RF,Unknown,Severe Weather - Unspecified/Other,0,63000,Indiana
August,8/9/2008 12:00,8/9/2008 20:46,Texas Panhandle and Eastern New Mexico,"MRO,TRE,WECC",Unknown,Generation Inadequacy Load/Fuel/Supply,0,0,"Texas,New Mexico"
August,8/15/2008 12:52,8/15/2008 17:00,Part of Seattle's Downtown,WECC,Unknown,Generation Inadequacy Load/Fuel/Supply,100,8000,Washington
August,8/16/2008 5:23,8/16/2008 7:30,City of Lubbock,TRE,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,153,71823,Texas
August,8/16/2008 8:14,8/16/2008 15:00,Island of Puerto Rico,PR,Unknown,Unknown/Unspecified,300,200000,Puerto Rico
August,8/18/2008 18:44,8/18/2008 19:22,North Part of Island,PR,Unknown,Unknown/Unspecified,225,100000,Puerto Rico
August,8/19/2008 9:29,8/19/2008 22:00,Florida,SERC,Unknown,Natural Disasters - Earthquake/Hurricane/Tornado/Tropical,1044,101950,Florida
August,8/21/2008 8:00,8/21/2008 19:00,"Alachua, Bay, Brevard, Citrus, Columbia, Dixie, Flagler, Franklin, Gilchrist, Gulf, Hamilton, Hardee, Hernando, Highlands, Jefferson, Lafayette, Lake, Leon, Levy, Madison, Marion, Orange, Osceola, Pasco, Pinellas, Polk, Seminole, Sumter,  Suwannee, Taylor, Volusia and Wakulla Counties in Florida",SERC,Unknown,Natural Disasters - Earthquake/Hurricane/Tornado/Tropical,954,430000,Florida
August,8/22/2008 12:00,8/22/2008 12:00,Unknown,RF,Unknown,Generation Inadequacy Load/Fuel/Supply,0,0,
August,8/24/2008 4:30,8/24/2008 14:00,Georgia and Alabama,SERC,Unknown,Natural Disasters - Earthquake/Hurricane/Tornado/Tropical,110,87390,"Georgia,Alabama"
August,8/31/2008 7:30,8/31/2008 9:00,"Plaquemine, Louisiana",SERC,Unknown,Generation Inadequacy Load/Fuel/Supply,200,0,Louisiana
August,8/31/2008 9:00,8/31/2008 19:00,"Louisiana, Mississippi, Arkansas",SERC,Unknown,Natural Disasters - Earthquake/Hurricane/Tornado/Tropical,871,964000,"Louisiana,Mississippi,Arkansas"
September,9/1/2008 10:30,9/1/2008 19:22,Primarily South and Central Louisiana,SERC,Unknown,Natural Disasters - Earthquake/Hurricane/Tornado/Tropical,400,150000,Louisiana
September,9/1/2008 11:45,9/1/2008 16:00,"Bayou Division and North Lake Division, Louisiana",SERC,Unknown,Natural Disasters - Earthquake/Hurricane/Tornado/Tropical,968,246092,Louisiana
September,9/6/2008 7:45,9/6/2008 10:30,Eastern North Carolina,SERC,Unknown,Natural Disasters - Earthquake/Hurricane/Tornado/Tropical,807,57000,North Carolina
September,9/6/2008 14:15,9/6/2008 16:06,North East North Carolina and Virginia,SERC,Unknown,Natural Disasters - Earthquake/Hurricane/Tornado/Tropical,220,64463,Virginia
September,9/8/2008 0:28,9/8/2008 22:03,A.D. Edmonston Pumping Plant,WECC,Unknown,Generation Inadequacy Load/Fuel/Supply,300,0,California
September,9/12/2008 5:45,9/12/2008 13:00,"Primarily Southeast Texas, Louisiana, and Arkansas",SERC,Unknown,Natural Disasters - Earthquake/Hurricane/Tornado/Tropical,884,705000,"Texas,Louisiana,Arkansas"
September,9/12/2008 18:21,9/12/2008 23:59,Greater Houston-Galveston Metro Area,TRE,Unknown,Natural Disasters - Earthquake/Hurricane/Tornado/Tropical,8087,2142678,Texas
September,9/12/2008 18:21,9/12/2008 23:59,Greater Houston Area-Eastern Region of ERCOT,TRE,Unknown,Natural Disasters - Earthquake/Hurricane/Tornado/Tropical,1007,2504366,Texas
September,9/12/2008 19:00,9/12/2008 20:00,Galveston and Brazoria Counties,TRE,Unknown,Natural Disasters - Earthquake/Hurricane/Tornado/Tropical,650,113247,Texas
September,9/13/2008 8:00,9/13/2008 12:00,"North, Central and East Texas","TRE,SPP,WECC",Unknown,Natural Disasters - Earthquake/Hurricane/Tornado/Tropical,40,50000,Texas
September,9/13/2008 10:24,9/13/2008 14:40,Southwest Louisiana,SERC,Unknown,Natural Disasters - Earthquake/Hurricane/Tornado/Tropical,838,238392,Louisiana
September,9/13/2008 16:00,9/13/2008 19:44,Texas and Louisana,TRE,Unknown,Natural Disasters - Earthquake/Hurricane/Tornado/Tropical,907,184501,Texas
September,9/14/2008 3:20,9/14/2008 17:00,Northeast Ohio,RF,Unknown,Severe Weather - Wind,1018,875000,Ohio
September,9/14/2008 6:30,9/14/2008 14:38,"Ohio, Kentucky, Indiana",RF,Unknown,Natural Disasters - Earthquake/Hurricane/Tornado/Tropical,887,107000,"Ohio,Kentucky,Indiana"
September,9/14/2008 7:30,9/14/2008 15:00,Missouri and Illinois,"MRO,RF,SERC",Unknown,Natural Disasters - Earthquake/Hurricane/Tornado/Tropical,70,18000,"Missouri,Illinois"
September,9/14/2008 10:01,9/14/2008 17:00,"City of Owensboro, Kentucky",RF,Unknown,Severe Weather - Wind,922,375000,Kentucky
September,9/14/2008 11:30,9/14/2008 16:30,State of Kentucky,RF,Unknown,Natural Disasters - Earthquake/Hurricane/Tornado/Tropical,1000,95000,Kentucky
September,9/14/2008 12:00,9/14/2008 14:00,Dayton Ohio Area,RF,Unknown,Natural Disasters - Earthquake/Hurricane/Tornado/Tropical,804,650000,Ohio
September,9/14/2008 12:38,9/14/2008 17:00,Western Pennsylvania,RF,Unknown,Severe Weather - Wind,469,564728,Pennsylvania
September,9/14/2008 16:00,9/14/2008 23:00,"Northern Indiana, Central and Central Southern Ohio",RF,Unknown,Severe Weather - Wind,72,124596,"Indiana,Ohio"
September,9/14/2008 17:00,9/14/2008 17:11,"Southern, Eastern, and Central Ohio",RF,Unknown,Severe Weather - Wind,430,245164,Ohio
September,9/14/2008 19:00,9/14/2008 23:59,Allegheny and Beaver Counties in Pennsylvania,RF,Unknown,Natural Disasters - Earthquake/Hurricane/Tornado/Tropical,600,105000,Pennsylvania
September,9/15/2008 0:37,9/15/2008 16:30,Western Pennsylvania,RF,Unknown,Natural Disasters - Earthquake/Hurricane/Tornado/Tropical,546,160875,Pennsylvania
September,9/22/2008 6:39,9/22/2008 17:49,Island of Puerto Rico,PR,Unknown,Unknown/Unspecified,125,43600,Puerto Rico
September,9/30/2008 14:02,9/30/2008 14:05,"Plumas County, California",WECC,Unknown,Unknown/Unspecified,30,10000,California
October,10/2/2008 9:50,10/2/2008 14:50,Louisiana,SERC,Unknown,Unknown/Unspecified,200,0,Louisiana
October,10/25/2008 7:00,10/25/2008 23:00,Connecticut,NPCC,Unknown,Severe Weather - Unspecified/Other,696,52000,Connecticut
November,11/7/2008 11:13,11/7/2008 11:54,Goleta and Santa Barbara Areas of Southern California,WECC,Unknown,Unknown/Unspecified,250,140000,California
November,11/7/2008 11:15,11/7/2008 11:54,Southern California,WECC,Unknown,Unknown/Unspecified,430,400000,California
November,11/11/2008 0:19,11/11/2008 8:30,Island of Puerto Rico,PR,Unknown,Unknown/Unspecified,250,261000,Puerto Rico
November,11/15/2008 9:39,11/15/2008 10:10,City of Los Angeles,WECC,Unknown,Fire/Wildfire,211,115500,California
December,12/2/2008 4:30,12/2/2008 7:00,"St. Louis, Missouri",SERC,Unknown,Fire/Wildfire,135,53000,Missouri
December,12/9/2008 17:27,12/10/2008 4:12,Central New Jersey,RF,Unknown,Equipment Failure,438,156729,New Jersey
December,12/10/2008 17:09,12/10/2008 20:29,Southern Oregon,WECC,Unknown,Equipment Failure,32,3,Oregon
December,12/11/2008 9:00,12/11/2008 23:59,"Southern Louisiana, Southern and Central Mississippi",SERC,Unknown,Severe Weather - Winter/Snow/Ice,531,91300,"Louisiana,Mississippi"
December,12/11/2008 18:00,12/12/2008 0:00,Northern Dutchess County and Western Ulster County in the Mid-Hudson Region of New York State,NPCC,Unknown,Severe Weather - Winter/Snow/Ice,0,60000,New York
December,12/12/2008 1:00,12/13/2008 0:00,New England,NPCC,Unknown,Severe Weather - Winter/Snow/Ice,0,970000,"Connecticut,Massachusetts,New Hampshire,Maine,Rhode Island,Vermont"
December,12/12/2008 2:38,12/12/2008 13:24,Eastern New York,NPCC,Unknown,Severe Weather - Winter/Snow/Ice,200,190000,New York
December,12/12/2008 8:45,12/12/2008 9:52,Southern and Central Maine,NPCC,Unknown,Severe Weather - Winter/Snow/Ice,116,169757,Maine
December,12/13/2008 9:17,12/13/2008 15:30,Humboldt Area of California,WECC,Unknown,Generation Inadequacy Load/Fuel/Supply,5,0,California
December,12/19/2008 1:02,12/19/2008 6:17,"East of Oroville, California",WECC,Unknown,Unknown/Unspecified,1,638,California
December,12/19/2008 8:20,12/19/2008 9:00,Northwest Indiana,RF,Unknown,Severe Weather - Winter/Snow/Ice,67,140000,Indiana
December,12/19/2008 8:30,12/19/2008 12:00,"Indiana, Michigan and Northwest Ohio",RF,Unknown,Severe Weather - Winter/Snow/Ice,158,50000,"Indiana,Michigan,Ohio"
December,12/26/2008 11:40,12/26/2008 15:34,"Orangevale Area of Sacramento, California",WECC,Unknown,Unknown/Unspecified,110,50000,California
December,12/26/2008 17:00,12/26/2008 18:13,"Island of Oahu, Hawaii",HI,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,1060,294000,Hawaii
December,12/27/2008 16:00,12/27/2008 23:30,Southeastern Michigan,RF,Unknown,Severe Weather - Wind,325,247847,Michigan
December,12/28/2008 4:45,12/28/2008 18:00,Michigan Lower Peninsula,RF,Unknown,Severe Weather - Wind,332,210517,Michigan
December,12/28/2008 11:45,12/28/2008 23:30,Michigan Lower Peninsula,RF,Unknown,Severe Weather - Wind,387,230000,Michigan
December,12/30/2008 16:02,12/30/2008 16:37,"Crawfordsville, Indiana",RF,Unknown,Unknown/Unspecified,41,9700,Indiana
December,12/31/2008 0:00,12/31/2008 3:30,Restricted Hydro Electric Capability,WECC,Unknown,Generation Inadequacy Load/Fuel/Supply,0,70429,Wyoming
January,1/5/2009 5:00,1/5/2009 18:00,North and Central Texas,"TRE,SPP",Unknown,Severe Weather - Unspecified/Other,1810,157019,Texas
January,1/7/2009 17:00,1/7/2009 20:05,Piedmont of North and South Carolina,SERC,Unknown,Severe Weather - Wind,300,70000,"North Carolina,South Carolina"
January,1/8/2009 11:25,1/8/2009 23:46,Florida Keys,SERC,Unknown,Equipment Failure,55,31000,Florida
January,1/17/2009 8:00,1/17/2009 8:00,"PJM, Indiana",RF,Unknown,Generation Inadequacy Load/Fuel/Supply,1384,72491,Indiana
January,1/22/2009 16:00,1/22/2009 17:05,"Crawfordsville, Indiana",RF,Unknown,Unknown/Unspecified,50,9700,Indiana
January,1/27/2009 5:00,1/27/2009 16:30,State of Kentucky,RF,Unknown,Severe Weather - Winter/Snow/Ice,1598,383000,Kentucky
January,1/27/2009 5:03,1/27/2009 17:15,Central and Eastern Kentrucky,SERC,Unknown,Severe Weather - Winter/Snow/Ice,600,190000,Kentucky
January,1/27/2009 6:00,1/27/2009 21:00,Northern Arkansas,SERC,Unknown,Severe Weather - Winter/Snow/Ice,350,3,Arkansas
January,1/27/2009 7:10,1/27/2009 19:30,Western Kentucky and Southern Indiana,SERC,Unknown,Severe Weather - Winter/Snow/Ice,200,62500,"Kentucky,Indiana"
January,1/27/2009 9:00,1/27/2009 15:43,CSWS-AEP West,RF,Unknown,Severe Weather - Winter/Snow/Ice,1513,111818,"Arkansas,Louisiana,Oklahoma,Texas"
January,1/27/2009 11:00,1/27/2009 18:00,South Central and Southeast Missouri,SERC,Unknown,Severe Weather - Winter/Snow/Ice,1576,59402,Missouri
January,1/27/2009 13:46,1/27/2009 17:00,Northern Arkansas,SERC,Unknown,Severe Weather - Winter/Snow/Ice,600,215700,Arkansas
January,1/27/2009 21:45,1/27/2009 22:17,TVA Service Territory,SERC,Unknown,Severe Weather - Winter/Snow/Ice,850,1,"Tennessee,Alabama,Mississippi,Kentucky,Virginia,North Carolina,Georgia"
January,1/28/2009 0:10,1/28/2009 21:20,East Central Missouri,RF,Unknown,Severe Weather - Winter/Snow/Ice,300,1,Missouri
January,1/28/2009 3:00,1/28/2009 8:03,"Illinois, Indiana, Ohio and Kentucky","RF,SERC",Unknown,Severe Weather - Winter/Snow/Ice,1377,230300,"Illinois,Indiana,Ohio,Kentucky"
January,1/28/2009 4:00,1/28/2009 17:00,"City of Henderson, Kentucky and Portions of Henderson County, Kentucky",RF,Unknown,Severe Weather - Winter/Snow/Ice,21,3500,"Kentucky,Kentucky"
January,1/28/2009 6:00,1/28/2009 18:00,"Indiana, Evansville, Metro Area",RF,Unknown,Severe Weather - Winter/Snow/Ice,506,75000,Indiana
January,1/28/2009 7:50,1/28/2009 8:03,Southern Indiana,RF,Unknown,Severe Weather - Winter/Snow/Ice,1322,53700,Indiana
January,1/28/2009 8:00,1/28/2009 9:00,Northeast Tennessee and Southwest Kentucky,SERC,Unknown,Severe Weather - Winter/Snow/Ice,1339,109527,"Tennessee,Kentucky"
January,1/28/2009 10:00,1/28/2009 21:20,Northern Kentucky and Southwest Ohio,RF,Unknown,Severe Weather - Winter/Snow/Ice,1673,53600,"Kentucky,Ohio"
February,2/11/2009 2:30,2/11/2009 12:00,"Houston, Texas",TRE,Unknown,Severe Weather - Wind,350,64801,Texas
February,2/11/2009 11:00,2/11/2009 19:00,State of Kentucky,RF,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,664,279813,Kentucky
February,2/11/2009 12:00,2/11/2009 21:00,Northern Kentucky and Southwest Ohio,RF,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,710,374644,"Kentucky,Ohio"
February,2/11/2009 17:00,2/11/2009 18:00,"Kentucky, West Virginia and Ohio",RF,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,551,78000,"Kentucky,West Virginia,Ohio"
February,2/11/2009 18:18,2/11/2009 20:10,"Maryland, Virginia, West Virginia and Pennsylvania","RF,SERC",Unknown,Severe Weather - Lightning/Thunderstorm/Hail,350,63000,"Maryland,Virginia,West Virginia,Pennsylvania"
February,2/12/2009 2:30,2/12/2009 6:00,Central and Eastern Ohio,RF,Unknown,Severe Weather - Wind,168,184000,Ohio
February,2/12/2009 8:00,2/12/2009 22:00,Western and North Eastern Pennsylvania,RF,Unknown,Severe Weather - Wind,130,132000,Pennsylvania
February,2/13/2009 2:30,2/13/2009 3:00,Central and Eastern Ohio,RF,Unknown,Severe Weather - Wind,168,184000,Ohio
February,2/23/2009 2:38,2/23/2009 13:46,Southern Central and Western Maine,NPCC,Unknown,Severe Weather - Winter/Snow/Ice,524,131000,Maine
March,3/1/2009 0:15,3/1/2009 3:00,"City of El Paso, Texas, County of El Paso",TRE,Unknown,Equipment Failure,250,132000,Texas
March,3/1/2009 16:00,3/1/2009 23:25,Southern Balancing Area,SERC,Unknown,Severe Weather - Unspecified/Other,75,60000,"Alabama,Florida,Georgia,Illinois,Kentucky,Mississippi,North Carolina,South Carolina,Tennessee,Virginia,West Virginia"
March,3/1/2009 16:06,3/1/2009 20:54,Duke Energy Carolinas Balance Authority,SERC,Unknown,Severe Weather - Winter/Snow/Ice,1000,180000,"North Carolina,South Carolina"
March,3/1/2009 18:00,3/1/2009 22:00,Central Virginia - Spotsylvania County,SERC,Unknown,Severe Weather - Winter/Snow/Ice,210,217000,Virginia
March,3/3/2009 6:05,3/3/2009 6:48,Southwest Michigan,RF,Unknown,Equipment Failure,378,28880,Michigan
March,3/3/2009 20:17,3/3/2009 22:00,"Roanoke, Virginia",RF,Unknown,Generation Inadequacy Load/Fuel/Supply,350,0,Virginia
March,3/8/2009 22:16,3/8/2009 23:45,"San Francisco Bay Area, California",WECC,Unknown,Equipment Failure,150,77599,California
April,4/6/2009 1:00,4/6/2009 12:00,"Michigan, Lower Peninsula",RF,Unknown,Severe Weather - Winter/Snow/Ice,75,70793,Michigan
April,4/10/2009 2:30,4/10/2009 22:00,Alabama and Georgia,SERC,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,162,56679,"Alabama,Georgia"
April,4/23/2009 0:29,4/23/2009 16:25,"Skagit County, Washington",WECC,Unknown,Equipment Failure,512,93300,California
April,4/23/2009 17:54,4/23/2009 19:58,"Communities of Elsinore, Hemet, Moreno Valley, Perris, San Jacinto and Temecula in the southeastern area of Riverside County in California",WECC,Unknown,Equipment Failure,32,280000,California
April,4/24/2009 11:09,4/24/2009 11:21,"Ruston, Louisiana",SERC,Unknown,Equipment Failure,121,11000,Louisiana
April,4/25/2009 1:00,4/25/2009 14:30,Western Region of Service Territory,RF,Unknown,Severe Weather - Rain/Wind/Flooding,176,125000,
April,4/27/2009 11:30,4/27/2009 15:30,Greater Houston/Galveston Area,TRE,Unknown,Severe Weather - Wind,266,158000,Texas
May,5/8/2009 7:30,5/8/2009 9:00,SW Missouri,SERC,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,300,83000,Missouri
May,5/8/2009 13:30,5/8/2009 23:20,Southern Illinois,SERC,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,342,68800,Illinois
May,5/29/2009 9:05,5/29/2009 19:57,"Henderson County, Kentucky",SERC,Unknown,Equipment Failure,1,1,Kentucky
June,6/5/2009 13:38,6/5/2009 20:18,East of Fresno California,WECC,Unknown,Unknown/Unspecified,60,70,California
June,6/9/2009 5:00,6/9/2009 17:25,Central Maryland,RF,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,683,85091,Maryland
June,6/10/2009 10:00,6/10/2009 18:00,North and Central Texas,"TRE,SPP",Unknown,Severe Weather - Unspecified/Other,860,800000,Texas
June,6/12/2009 16:37,6/12/2009 18:53,"Chattanooga, Tennessee",SERC,Unknown,Severe Weather - Unspecified/Other,541,136000,Tennessee
June,6/12/2009 17:45,6/12/2009 23:59,"Arkansas, North Mississippi",SERC,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,290,81645,"Arkansas,Mississippi"
June,6/12/2009 18:00,6/12/2009 22:00,Georgia,SERC,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,300,102000,Georgia
June,6/16/2009 2:00,6/16/2009 23:00,A.D. Edmonston Pumping Plant,WECC,Unknown,Generation Inadequacy Load/Fuel/Supply,75,0,California
June,6/19/2009 0:01,6/19/2009 23:00,Michigan Lower Peninsula,RF,Unknown,Severe Weather - Unspecified/Other,864,99000,Michigan
June,6/19/2009 13:00,6/19/2009 23:59,The Entire ComEd Service Territory,SERC,Unknown,Severe Weather - Unspecified/Other,685,245000,Illinois
June,6/24/2009 13:30,6/24/2009 22:00,Southwest Louisiana,SERC,Unknown,Generation Inadequacy Load/Fuel/Supply,621,153481,Louisiana
June,6/25/2009 15:16,6/25/2009 19:00,ERCOT Region,TRE,Unknown,Generation Inadequacy Load/Fuel/Supply,496,136847,Texas
June,6/25/2009 15:30,6/25/2009 20:00,Western Region of Service Territory,RF,Unknown,Severe Weather - Rain/Wind/Flooding,327,118000,
June,6/26/2009 1:00,6/26/2009 9:00,"Southwest Ohio, Northern Kentudky, Central and Southern Indiana",RF,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,380,85000,"Ohio,Indiana"
June,6/26/2009 9:00,6/26/2009 17:00,Central Connecticut,NPCC,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,0,50752,Connecticut
July,7/2/2009 1:25,7/2/2009 22:44,Northern Maine,NPCC,Unknown,Unknown/Unspecified,797,0,Maine
July,7/7/2009 15:30,7/7/2009 19:00,"San Antonio, Texas",TRE,Unknown,Generation Inadequacy Load/Fuel/Supply,479,93846,Texas
July,7/8/2009 13:30,7/8/2009 19:00,ERCOT Region,TRE,Unknown,Generation Inadequacy Load/Fuel/Supply,500,98450,Texas
July,7/14/2009 13:00,7/14/2009 18:00,AEP SWEPCO/Louisiana Area,SERC,Unknown,Generation Inadequacy Load/Fuel/Supply,428,98248,Louisiana
July,7/15/2009 13:00,7/15/2009 18:00,AEP SWEPCO/Louisiana Area,SERC,Unknown,Generation Inadequacy Load/Fuel/Supply,421,98962,Louisiana
July,7/16/2009 13:00,7/16/2009 18:00,AEP SWEPCO/Louisiana Area,SERC,Unknown,Generation Inadequacy Load/Fuel/Supply,51,99676,Louisiana
July,7/18/2009 19:00,7/18/2009 21:00,Houston/Galveston Area,TRE,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,150,73000,Texas
July,7/20/2009 19:00,7/20/2009 21:50,"Metro Denver (Jefferson, Adams, and Arapahoe Counties)",WECC,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,136,86058,Colorado
July,7/21/2009 5:34,7/21/2009 8:43,"San Francisco Bay Area, California",WECC,Unknown,Equipment Failure,188,1,California
July,7/27/2009 5:05,7/27/2009 5:47,"Chattanooga, Tennessee",SERC,Unknown,Equipment Failure,316,64768,Tennessee
July,7/28/2009 20:18,7/28/2009 20:33,Salt Lake City Utah and Northern Utah,WECC,Unknown,Equipment Failure,296,103603,Utah
August,8/2/2009 2:17,8/2/2009 13:09,"Chester, Montgomery, Delaware, Philadelphia and Bucks Counties, Pennsyvania",RF,Unknown,Severe Weather - Wind,50,70264,Pennsyvania
August,8/4/2009 13:45,8/4/2009 21:00,"Northern Kentucky, Southwest Ohio and Central and South Indiana",RF,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,1063,63700,"Kentucky,Ohio,Indiana"
August,8/5/2009 15:00,8/5/2009 19:00,ERCOT Region,TRE,Unknown,Generation Inadequacy Load/Fuel/Supply,968,143965,Texas
August,8/7/2009 22:00,8/7/2009 23:00,Western Region of Service Territory,RF,Unknown,Severe Weather - Rain/Wind/Flooding,978,137000,
August,8/9/2009 9:59,8/9/2009 19:31,"Michigan, Lower Peninsula",RF,Unknown,Severe Weather - Lightning/Thunderstorm/Hail,491,58156,Michigan
